transID,fromBankAccount,toBankAccount,amount,method,status,surplus,fees,typeID,content,createDate
958,1333924038,5920548482,37127607.39,debit card,success,22180210.32,7425.52,4,1333924038 chuyen den 5920548482,2024-09-12 05:19:20
959,3052928452,7976125545,28013085.84,credit card,success,46250273.81,5602.62,4,3052928452 chuyen den 7976125545,2024-09-12 05:19:40
960,2843848429,8203283023,38576286.29,debit card,success,4369195.35,7715.26,3,2843848429 chuyen den 8203283023,2024-09-12 05:20:00
961,5920548482,8203283023,13067262.5,credit card,success,39833681.37,2613.45,2,5920548482 chuyen den 8203283023,2024-09-12 05:20:20
962,2843848429,1333924038,18976180.47,credit card,success,43052438.2,3795.24,2,2843848429 chuyen den 1333924038,2024-09-12 05:20:40
963,3052928452,8203283023,13398243.74,debit card,success,19804308.6,2679.65,1,3052928452 chuyen den 8203283023,2024-09-12 05:21:00
964,5920548482,7976125545,42518609.46,debit card,success,39978047.81,8503.72,10,5920548482 chuyen den 7976125545,2024-09-12 05:21:20
965,6303485293,6303485293,13350614.48,credit card,success,8643924.03,2670.12,9,6303485293 chuyen den 6303485293,2024-09-12 05:21:40
966,2843848429,9274922399,9806609.71,atm card,success,14201983.75,1961.32,1,2843848429 chuyen den 9274922399,2024-09-12 05:22:00
967,3052928452,8203283023,4040312.45,debit card,success,10594109.92,808.06,6,3052928452 chuyen den 8203283023,2024-09-12 05:22:20
968,8203283023,1333924038,49503782.56,wire transfer,success,33488200.4,9900.76,6,8203283023 chuyen den 1333924038,2024-09-12 05:22:40
969,9274922399,9274922399,28023870.83,debit card,success,39968851.88,5604.77,5,9274922399 chuyen den 9274922399,2024-09-12 05:23:00
970,5920548482,3052928452,38001900.93,credit card,success,19843530.36,7600.38,4,5920548482 chuyen den 3052928452,2024-09-12 05:23:20
971,7976125545,8203283023,34644516.63,atm card,success,5426405.14,6928.9,4,7976125545 chuyen den 8203283023,2024-09-12 05:23:40
972,6496913603,2843848429,40405100.33,debit card,success,27246977.02,8081.02,1,6496913603 chuyen den 2843848429,2024-09-12 05:24:00
973,7976125545,8203283023,22034065.68,wire transfer,success,28644491.14,4406.81,7,7976125545 chuyen den 8203283023,2024-09-12 05:24:20
974,3960086839,8203283023,8344878.48,credit card,success,14907465.7,1668.98,4,3960086839 chuyen den 8203283023,2024-09-12 05:24:40
975,3960086839,8203283023,41428240.36,wire transfer,success,48109221.41,8285.65,9,3960086839 chuyen den 8203283023,2024-09-12 05:25:00
976,2843848429,3052928452,19341469.19,credit card,success,46532264.82,3868.29,8,2843848429 chuyen den 3052928452,2024-09-12 05:25:20
977,5920548482,6496913603,46051682.81,debit card,success,4708595.84,9210.34,5,5920548482 chuyen den 6496913603,2024-09-12 05:25:40
978,3052928452,5920548482,35497881.58,wire transfer,success,22997781.15,7099.58,1,3052928452 chuyen den 5920548482,2024-09-12 05:26:00
979,6496913603,2843848429,39687394.63,credit card,success,3329079.13,7937.48,3,6496913603 chuyen den 2843848429,2024-09-12 05:26:20
980,6303485293,3960086839,8374816.63,atm card,success,12206488.19,1674.96,3,6303485293 chuyen den 3960086839,2024-09-12 05:26:40
981,9274922399,8203283023,22108800.13,credit card,success,15350856.32,4421.76,5,9274922399 chuyen den 8203283023,2024-09-12 05:27:00
982,3052928452,6496913603,17275089.8,debit card,success,32195858.84,3455.02,9,3052928452 chuyen den 6496913603,2024-09-12 05:27:20
983,6303485293,2843848429,41719188.94,atm card,success,4459387.52,8343.84,7,6303485293 chuyen den 2843848429,2024-09-12 05:27:40
984,3052928452,3052928452,35351281.84,debit card,success,11689765.8,7070.26,1,3052928452 chuyen den 3052928452,2024-09-12 05:28:00
985,1333924038,6303485293,21383974.76,debit card,success,20956268.33,4276.79,2,1333924038 chuyen den 6303485293,2024-09-12 05:28:20
986,5920548482,3960086839,3960080.43,debit card,success,41396865.52,792.02,6,5920548482 chuyen den 3960086839,2024-09-12 05:28:40
987,3052928452,6496913603,25566817.65,credit card,success,7215908.88,5113.36,2,3052928452 chuyen den 6496913603,2024-09-12 05:29:00
988,2843848429,7976125545,6341762.51,atm card,success,48607395.16,1268.35,1,2843848429 chuyen den 7976125545,2024-09-12 05:29:20
989,8203283023,7976125545,7317256.68,debit card,success,16007358.45,1463.45,7,8203283023 chuyen den 7976125545,2024-09-12 05:29:40
990,3052928452,6303485293,42333778.11,debit card,success,23077252.25,8466.76,4,3052928452 chuyen den 6303485293,2024-09-12 05:30:00
991,5920548482,7976125545,39216158.81,credit card,success,41071599.86,7843.23,6,5920548482 chuyen den 7976125545,2024-09-12 05:30:20
992,3052928452,3052928452,48429766.96,credit card,success,27579708.71,9685.95,5,3052928452 chuyen den 3052928452,2024-09-12 05:30:40
993,3052928452,1333924038,29999385.32,debit card,success,43732684.85,5999.88,1,3052928452 chuyen den 1333924038,2024-09-12 05:31:00
994,3960086839,5920548482,49585781.62,debit card,success,21239940.2,9917.16,2,3960086839 chuyen den 5920548482,2024-09-12 05:31:20
995,3960086839,9274922399,22910251.62,credit card,success,11974515.32,4582.05,1,3960086839 chuyen den 9274922399,2024-09-12 05:31:40
996,7976125545,3960086839,44941626.52,wire transfer,success,48085372.28,8988.33,6,7976125545 chuyen den 3960086839,2024-09-12 05:32:00
997,1333924038,3960086839,15109179.94,credit card,success,12949481.21,3021.84,2,1333924038 chuyen den 3960086839,2024-09-12 05:32:20
998,6303485293,2843848429,25392066.07,atm card,success,28976430.69,5078.41,8,6303485293 chuyen den 2843848429,2024-09-12 05:32:40
999,5920548482,6303485293,41457691.82,atm card,success,34804870.56,8291.54,8,5920548482 chuyen den 6303485293,2024-09-12 05:33:00
1000,8203283023,8203283023,39334763.61,atm card,success,43019561.38,7866.95,2,8203283023 chuyen den 8203283023,2024-09-12 05:33:20
1001,7976125545,3052928452,4649985.2,wire transfer,success,24238636.33,930.0,6,7976125545 chuyen den 3052928452,2024-09-12 05:33:40
1002,6496913603,6496913603,29997338.77,debit card,success,30261555.1,5999.47,2,6496913603 chuyen den 6496913603,2024-09-12 05:34:00
1003,5920548482,1333924038,22013004.03,debit card,success,26973627.08,4402.6,8,5920548482 chuyen den 1333924038,2024-09-12 05:34:20
1004,3960086839,5920548482,47992635.84,credit card,success,39741316.13,9598.53,7,3960086839 chuyen den 5920548482,2024-09-12 05:34:40
1005,2843848429,3052928452,8234759.22,credit card,success,21350807.47,1646.95,2,2843848429 chuyen den 3052928452,2024-09-12 05:35:00
1006,1333924038,5920548482,42855051.58,wire transfer,success,21700018.1,8571.01,5,1333924038 chuyen den 5920548482,2024-09-12 05:35:20
1007,3052928452,6496913603,6776144.17,debit card,success,15563691.25,1355.23,3,3052928452 chuyen den 6496913603,2024-09-12 05:35:40
1008,3052928452,7976125545,41256728.13,credit card,success,4128434.41,8251.35,1,3052928452 chuyen den 7976125545,2024-09-12 05:36:00
1009,2843848429,6303485293,36545308.57,wire transfer,success,6368647.46,7309.06,2,2843848429 chuyen den 6303485293,2024-09-12 05:36:20
1010,8203283023,6303485293,4758351.06,wire transfer,success,40089489.0,951.67,5,8203283023 chuyen den 6303485293,2024-09-12 05:36:40
1011,2843848429,2843848429,11614071.34,wire transfer,success,41384926.22,2322.81,5,2843848429 chuyen den 2843848429,2024-09-12 05:37:00
1012,2843848429,6496913603,18464703.4,debit card,success,1680214.24,3692.94,3,2843848429 chuyen den 6496913603,2024-09-12 05:37:20
1013,3960086839,3960086839,23442471.08,wire transfer,success,48266481.93,4688.49,3,3960086839 chuyen den 3960086839,2024-09-12 05:37:40
1014,6496913603,9274922399,32499977.84,atm card,success,42240561.01,6500.0,4,6496913603 chuyen den 9274922399,2024-09-12 05:38:00
1015,5920548482,6496913603,36944107.19,atm card,success,34427859.45,7388.82,4,5920548482 chuyen den 6496913603,2024-09-12 05:38:20
1016,2843848429,8203283023,48092627.22,wire transfer,success,16127118.53,9618.53,5,2843848429 chuyen den 8203283023,2024-09-12 05:38:40
1017,8203283023,6303485293,30879308.08,atm card,success,25761371.22,6175.86,5,8203283023 chuyen den 6303485293,2024-09-12 05:39:00
1018,5920548482,1333924038,1088475.03,credit card,success,33713533.41,217.7,8,5920548482 chuyen den 1333924038,2024-09-12 05:39:20
1019,3960086839,5920548482,16067037.19,debit card,success,42109270.17,3213.41,10,3960086839 chuyen den 5920548482,2024-09-12 05:39:40
1020,2843848429,1333924038,12306276.85,wire transfer,success,10887795.83,2461.26,8,2843848429 chuyen den 1333924038,2024-09-12 05:40:00
1021,6303485293,8203283023,17850929.2,atm card,success,37939894.35,3570.19,7,6303485293 chuyen den 8203283023,2024-09-12 05:40:20
1022,2843848429,3960086839,44552582.31,atm card,success,29858180.47,8910.52,4,2843848429 chuyen den 3960086839,2024-09-12 05:40:40
1023,6496913603,2843848429,23819503.51,atm card,success,14344433.88,4763.9,2,6496913603 chuyen den 2843848429,2024-09-12 05:41:00
1024,3960086839,6303485293,3071324.15,atm card,success,37826095.14,614.26,1,3960086839 chuyen den 6303485293,2024-09-12 05:41:20
1025,6496913603,6496913603,20845566.9,wire transfer,success,25780785.26,4169.11,2,6496913603 chuyen den 6496913603,2024-09-12 05:41:40
1026,3052928452,3960086839,28850965.11,wire transfer,success,3753494.19,5770.19,10,3052928452 chuyen den 3960086839,2024-09-12 05:42:00
1027,2843848429,9274922399,2428067.08,credit card,success,20244032.55,485.61,7,2843848429 chuyen den 9274922399,2024-09-12 05:42:20
1028,6303485293,5920548482,12909113.1,atm card,success,45491922.88,2581.82,10,6303485293 chuyen den 5920548482,2024-09-12 05:42:40
1029,1333924038,7976125545,22522738.35,wire transfer,success,39328260.38,4504.55,7,1333924038 chuyen den 7976125545,2024-09-12 05:43:00
1030,3960086839,6496913603,37034371.85,atm card,success,34404507.45,7406.87,9,3960086839 chuyen den 6496913603,2024-09-12 05:43:20
1031,6496913603,6303485293,5494768.43,debit card,success,17252932.29,1098.95,10,6496913603 chuyen den 6303485293,2024-09-12 05:43:40
1032,7976125545,7976125545,24840732.28,wire transfer,success,25944418.25,4968.15,9,7976125545 chuyen den 7976125545,2024-09-12 05:44:00
1033,3960086839,6496913603,31825027.4,wire transfer,success,48131688.84,6365.01,7,3960086839 chuyen den 6496913603,2024-09-12 05:44:20
1034,6496913603,7976125545,43336437.38,debit card,success,13474305.4,8667.29,3,6496913603 chuyen den 7976125545,2024-09-12 05:44:40
1035,8203283023,9274922399,47028717.71,wire transfer,success,48055622.22,9405.74,3,8203283023 chuyen den 9274922399,2024-09-12 05:45:00
1036,1333924038,6303485293,46673954.46,credit card,success,16657257.72,9334.79,1,1333924038 chuyen den 6303485293,2024-09-12 05:45:20
1037,6303485293,5920548482,7040175.06,atm card,success,46749228.69,1408.04,7,6303485293 chuyen den 5920548482,2024-09-12 05:45:40
1038,1333924038,9274922399,29046299.82,atm card,success,2196996.61,5809.26,4,1333924038 chuyen den 9274922399,2024-09-12 05:46:00
1039,5920548482,3960086839,43771711.57,debit card,success,43459926.83,8754.34,3,5920548482 chuyen den 3960086839,2024-09-12 05:46:20
1040,6303485293,9274922399,16336559.44,atm card,success,37735681.57,3267.31,4,6303485293 chuyen den 9274922399,2024-09-12 05:46:40
1041,3052928452,5920548482,14059290.58,wire transfer,success,8268399.65,2811.86,1,3052928452 chuyen den 5920548482,2024-09-12 05:47:00
1042,3052928452,3960086839,19337737.35,credit card,success,26209887.96,3867.55,6,3052928452 chuyen den 3960086839,2024-09-12 05:47:20
1043,1333924038,2843848429,21396438.66,debit card,success,35665362.48,4279.29,5,1333924038 chuyen den 2843848429,2024-09-12 05:47:40
1044,8203283023,1333924038,46138540.02,atm card,success,24933198.84,9227.71,4,8203283023 chuyen den 1333924038,2024-09-12 05:48:00
1045,3960086839,6303485293,48875945.08,atm card,success,18385726.49,9775.19,1,3960086839 chuyen den 6303485293,2024-09-12 05:48:20
1046,1333924038,3052928452,9989157.23,atm card,success,13625283.75,1997.83,8,1333924038 chuyen den 3052928452,2024-09-12 05:48:40
1047,8203283023,6303485293,45948089.47,debit card,success,33166167.65,9189.62,8,8203283023 chuyen den 6303485293,2024-09-12 05:49:00
1048,1333924038,6496913603,11739791.2,atm card,success,24456923.62,2347.96,8,1333924038 chuyen den 6496913603,2024-09-12 05:49:20
1049,3052928452,7976125545,9686574.07,atm card,success,5740548.0,1937.31,9,3052928452 chuyen den 7976125545,2024-09-12 05:49:40
1050,1333924038,2843848429,10595761.76,atm card,success,32372226.8,2119.15,3,1333924038 chuyen den 2843848429,2024-09-12 05:50:00
1051,8203283023,6496913603,10099780.04,atm card,success,33867650.04,2019.96,2,8203283023 chuyen den 6496913603,2024-09-12 05:50:20
1052,1333924038,9274922399,30625794.24,atm card,success,28068336.59,6125.16,2,1333924038 chuyen den 9274922399,2024-09-12 05:50:40
1053,3960086839,7976125545,28170773.26,debit card,success,3418665.63,5634.15,3,3960086839 chuyen den 7976125545,2024-09-12 05:51:00
1054,9274922399,6303485293,19718866.5,atm card,success,22361958.33,3943.77,9,9274922399 chuyen den 6303485293,2024-09-12 05:51:20
1055,6303485293,1333924038,19996564.31,wire transfer,success,18732045.83,3999.31,10,6303485293 chuyen den 1333924038,2024-09-12 05:51:40
1056,3052928452,5920548482,24329135.89,atm card,success,40835667.04,4865.83,10,3052928452 chuyen den 5920548482,2024-09-12 05:52:00
1057,7976125545,9274922399,28626601.8,debit card,success,35684648.3,5725.32,2,7976125545 chuyen den 9274922399,2024-09-12 05:52:20
1058,6303485293,5920548482,10466665.8,atm card,success,49026537.65,2093.33,4,6303485293 chuyen den 5920548482,2024-09-12 05:52:40
1059,7976125545,5920548482,11025790.04,wire transfer,success,9119972.18,2205.16,3,7976125545 chuyen den 5920548482,2024-09-12 05:53:00
1060,9274922399,1333924038,2810665.82,debit card,success,26290238.62,562.13,6,9274922399 chuyen den 1333924038,2024-09-12 05:53:20
1061,3052928452,5920548482,49520293.15,debit card,success,10858229.89,9904.06,9,3052928452 chuyen den 5920548482,2024-09-12 05:53:40
1062,8203283023,6496913603,13683389.22,debit card,success,20795422.26,2736.68,10,8203283023 chuyen den 6496913603,2024-09-12 05:54:00
1063,3960086839,5920548482,18378685.14,wire transfer,success,11455918.96,3675.74,4,3960086839 chuyen den 5920548482,2024-09-12 05:54:20
1064,2843848429,7976125545,39297159.95,credit card,success,5610800.88,7859.43,8,2843848429 chuyen den 7976125545,2024-09-12 05:54:40
1065,7976125545,7976125545,24529514.14,atm card,success,2277737.23,4905.9,4,7976125545 chuyen den 7976125545,2024-09-12 05:55:00
1066,3960086839,9274922399,28173055.11,wire transfer,success,12699697.16,5634.61,2,3960086839 chuyen den 9274922399,2024-09-12 05:55:20
1067,1333924038,7976125545,34262810.51,wire transfer,success,47974493.59,6852.56,2,1333924038 chuyen den 7976125545,2024-09-12 05:55:40
1068,3960086839,9274922399,22074069.7,debit card,success,22437901.44,4414.81,7,3960086839 chuyen den 9274922399,2024-09-12 05:56:00
1069,1333924038,3960086839,11944496.14,atm card,success,18978451.36,2388.9,7,1333924038 chuyen den 3960086839,2024-09-12 05:56:20
1070,3052928452,7976125545,9429438.23,credit card,success,11971173.12,1885.89,2,3052928452 chuyen den 7976125545,2024-09-12 05:56:40
1071,6496913603,6496913603,47539056.81,wire transfer,success,4398926.23,9507.81,3,6496913603 chuyen den 6496913603,2024-09-12 05:57:00
1072,7976125545,1333924038,46153007.34,atm card,success,48301246.91,9230.6,3,7976125545 chuyen den 1333924038,2024-09-12 05:57:20
1073,3960086839,9274922399,25052872.85,wire transfer,success,28033619.03,5010.57,9,3960086839 chuyen den 9274922399,2024-09-12 05:57:40
1074,3052928452,6303485293,21914717.52,wire transfer,success,31170936.2,4382.94,7,3052928452 chuyen den 6303485293,2024-09-12 05:58:00
1075,3052928452,7976125545,8095365.85,atm card,success,44401605.85,1619.07,8,3052928452 chuyen den 7976125545,2024-09-12 05:58:20
1076,8203283023,6496913603,29952592.8,credit card,success,40944508.1,5990.52,9,8203283023 chuyen den 6496913603,2024-09-12 05:58:40
1077,5920548482,2843848429,9291520.66,wire transfer,success,25163467.08,1858.3,1,5920548482 chuyen den 2843848429,2024-09-12 05:59:00
1078,6303485293,3052928452,11570215.36,wire transfer,success,38261004.08,2314.04,9,6303485293 chuyen den 3052928452,2024-09-12 05:59:20
1079,7976125545,1333924038,34379374.54,wire transfer,success,42869355.11,6875.87,2,7976125545 chuyen den 1333924038,2024-09-12 05:59:40
1080,5920548482,2843848429,12485038.35,debit card,success,16885248.15,2497.01,3,5920548482 chuyen den 2843848429,2024-09-12 06:00:00
1081,3960086839,6303485293,28400874.23,wire transfer,success,38621959.84,5680.17,9,3960086839 chuyen den 6303485293,2024-09-12 06:00:20
1082,5920548482,8203283023,33533015.88,debit card,success,31451544.27,6706.6,7,5920548482 chuyen den 8203283023,2024-09-12 06:00:40
1083,7976125545,1333924038,36894106.05,credit card,success,8631013.39,7378.82,2,7976125545 chuyen den 1333924038,2024-09-12 06:01:00
1084,8203283023,2843848429,24357030.72,wire transfer,success,46490248.34,4871.41,2,8203283023 chuyen den 2843848429,2024-09-12 06:01:20
1085,6496913603,3960086839,22565721.56,debit card,success,11459852.74,4513.14,3,6496913603 chuyen den 3960086839,2024-09-12 06:01:40
1086,9274922399,6496913603,19687197.65,credit card,success,17092072.73,3937.44,8,9274922399 chuyen den 6496913603,2024-09-12 06:02:00
1087,6303485293,6496913603,3857627.4,atm card,success,48355702.46,771.53,10,6303485293 chuyen den 6496913603,2024-09-12 06:02:20
1088,6496913603,3052928452,24182092.4,credit card,success,45360381.61,4836.42,2,6496913603 chuyen den 3052928452,2024-09-12 06:02:40
1089,5920548482,5920548482,34634250.73,credit card,success,26507521.89,6926.85,9,5920548482 chuyen den 5920548482,2024-09-12 06:03:00
1090,6303485293,7976125545,26270244.86,wire transfer,success,25072782.23,5254.05,10,6303485293 chuyen den 7976125545,2024-09-12 06:03:20
1091,3052928452,6496913603,5911716.73,debit card,success,25619973.54,1182.34,10,3052928452 chuyen den 6496913603,2024-09-12 06:03:40
1092,1333924038,7976125545,27307958.09,debit card,success,49475148.86,5461.59,2,1333924038 chuyen den 7976125545,2024-09-12 06:04:00
1093,8203283023,2843848429,27918699.73,debit card,success,40851612.47,5583.74,9,8203283023 chuyen den 2843848429,2024-09-12 06:04:20
1094,6303485293,3960086839,28945975.66,credit card,success,31196837.14,5789.2,3,6303485293 chuyen den 3960086839,2024-09-12 06:04:40
1095,8203283023,6496913603,1897155.97,wire transfer,success,36536113.33,379.43,7,8203283023 chuyen den 6496913603,2024-09-12 06:05:00
1096,6496913603,2843848429,34997144.2,debit card,success,27380862.52,6999.43,1,6496913603 chuyen den 2843848429,2024-09-12 06:05:20
1097,3960086839,7976125545,10512692.48,atm card,success,47147919.96,2102.54,3,3960086839 chuyen den 7976125545,2024-09-12 06:05:40
1098,2843848429,1333924038,47154199.35,credit card,success,21088140.81,9430.84,4,2843848429 chuyen den 1333924038,2024-09-12 06:06:00
1099,6496913603,3960086839,27797886.02,wire transfer,success,26937571.73,5559.58,3,6496913603 chuyen den 3960086839,2024-09-12 06:06:20
1100,3960086839,3052928452,17121802.43,debit card,success,14810199.84,3424.36,3,3960086839 chuyen den 3052928452,2024-09-12 06:06:40
1101,7976125545,6496913603,19616305.57,wire transfer,success,30493540.35,3923.26,9,7976125545 chuyen den 6496913603,2024-09-12 06:07:00
1102,3960086839,6303485293,28783028.22,atm card,success,29712470.9,5756.61,4,3960086839 chuyen den 6303485293,2024-09-12 06:07:20
1103,7976125545,8203283023,28898719.14,credit card,success,40124226.87,5779.74,6,7976125545 chuyen den 8203283023,2024-09-12 06:07:40
1104,2843848429,3052928452,35409770.12,atm card,success,26487074.83,7081.95,1,2843848429 chuyen den 3052928452,2024-09-12 06:08:00
1105,5920548482,1333924038,48456938.4,credit card,success,42326890.22,9691.39,9,5920548482 chuyen den 1333924038,2024-09-12 06:08:20
1106,5920548482,8203283023,39858152.82,wire transfer,success,33552224.8,7971.63,9,5920548482 chuyen den 8203283023,2024-09-12 06:08:40
1107,2843848429,3960086839,47227990.26,debit card,success,26217555.97,9445.6,5,2843848429 chuyen den 3960086839,2024-09-12 06:09:00
1108,9274922399,1333924038,1558643.67,debit card,success,48469249.0,311.73,6,9274922399 chuyen den 1333924038,2024-09-12 06:09:20
1109,2843848429,8203283023,34985540.65,atm card,success,44675522.58,6997.11,7,2843848429 chuyen den 8203283023,2024-09-12 06:09:40
1110,9274922399,1333924038,48587088.64,atm card,success,22426726.82,9717.42,2,9274922399 chuyen den 1333924038,2024-09-12 06:10:00
1111,3960086839,2843848429,19677832.59,credit card,success,17930992.57,3935.57,7,3960086839 chuyen den 2843848429,2024-09-12 06:10:20
1112,5920548482,9274922399,48951430.45,wire transfer,success,25468291.78,9790.29,3,5920548482 chuyen den 9274922399,2024-09-12 06:10:40
1113,3052928452,3052928452,45412801.57,credit card,success,46358355.81,9082.56,10,3052928452 chuyen den 3052928452,2024-09-12 06:11:00
1114,2843848429,5920548482,7100929.65,debit card,success,28826344.49,1420.19,1,2843848429 chuyen den 5920548482,2024-09-12 06:11:20
1115,6496913603,6303485293,18583431.72,debit card,success,3609502.48,3716.69,5,6496913603 chuyen den 6303485293,2024-09-12 06:11:40
1116,8203283023,7976125545,47358177.7,debit card,success,5022710.09,9471.64,6,8203283023 chuyen den 7976125545,2024-09-12 06:12:00
1117,7976125545,9274922399,25047398.32,credit card,success,47974227.64,5009.48,4,7976125545 chuyen den 9274922399,2024-09-12 06:12:20
1118,8203283023,6496913603,21203171.81,credit card,success,23719552.82,4240.63,2,8203283023 chuyen den 6496913603,2024-09-12 06:12:40
1119,6303485293,3960086839,21127928.45,debit card,success,2705444.91,4225.59,1,6303485293 chuyen den 3960086839,2024-09-12 06:13:00
1120,9274922399,9274922399,16607758.83,credit card,success,12817610.02,3321.55,3,9274922399 chuyen den 9274922399,2024-09-12 06:13:20
1121,2843848429,7976125545,49355739.74,atm card,success,26975234.69,9871.15,10,2843848429 chuyen den 7976125545,2024-09-12 06:13:40
1122,8203283023,8203283023,37526576.96,wire transfer,success,33724305.87,7505.32,4,8203283023 chuyen den 8203283023,2024-09-12 06:14:00
1123,6303485293,7976125545,49116821.83,debit card,success,3995655.96,9823.36,6,6303485293 chuyen den 7976125545,2024-09-12 06:14:20
1124,2843848429,1333924038,28247038.22,credit card,success,9529940.2,5649.41,6,2843848429 chuyen den 1333924038,2024-09-12 06:14:40
1125,1333924038,6303485293,46294709.19,wire transfer,success,29494495.23,9258.94,8,1333924038 chuyen den 6303485293,2024-09-12 06:15:00
1126,6496913603,2843848429,49141074.79,debit card,success,9958267.06,9828.21,2,6496913603 chuyen den 2843848429,2024-09-12 06:15:20
1127,3052928452,1333924038,19022308.79,debit card,success,35457804.39,3804.46,8,3052928452 chuyen den 1333924038,2024-09-12 06:15:40
1128,6303485293,7976125545,49855840.17,debit card,success,36517208.78,9971.17,4,6303485293 chuyen den 7976125545,2024-09-12 06:16:00
1129,9274922399,6496913603,47134802.26,wire transfer,success,17901883.45,9426.96,2,9274922399 chuyen den 6496913603,2024-09-12 06:16:20
1130,8203283023,3052928452,24283366.45,credit card,success,31863078.39,4856.67,4,8203283023 chuyen den 3052928452,2024-09-12 06:16:40
1131,7976125545,8203283023,40949651.54,atm card,success,10653033.85,8189.93,5,7976125545 chuyen den 8203283023,2024-09-12 06:17:00
1132,3052928452,8203283023,2175967.91,atm card,success,28877933.01,435.19,4,3052928452 chuyen den 8203283023,2024-09-12 06:17:20
1133,1333924038,9274922399,29199626.45,wire transfer,success,36459529.09,5839.93,10,1333924038 chuyen den 9274922399,2024-09-12 06:17:40
1134,7976125545,9274922399,29136107.3,credit card,success,12486960.83,5827.22,9,7976125545 chuyen den 9274922399,2024-09-12 06:18:00
1135,8203283023,6303485293,19529878.32,credit card,success,6426330.69,3905.98,7,8203283023 chuyen den 6303485293,2024-09-12 06:18:20
1136,5920548482,3052928452,10603404.52,debit card,success,8647654.27,2120.68,7,5920548482 chuyen den 3052928452,2024-09-12 06:18:40
1137,2843848429,6496913603,6793090.62,debit card,success,46139215.57,1358.62,6,2843848429 chuyen den 6496913603,2024-09-12 06:19:00
1138,6303485293,5920548482,49655803.58,debit card,success,23406608.19,9931.16,7,6303485293 chuyen den 5920548482,2024-09-12 06:19:20
1139,2843848429,3960086839,17912622.14,debit card,success,30970039.84,3582.52,6,2843848429 chuyen den 3960086839,2024-09-12 06:19:40
1140,8203283023,7976125545,19749801.0,credit card,success,11316264.62,3949.96,8,8203283023 chuyen den 7976125545,2024-09-12 06:20:00
1141,3052928452,1333924038,3396146.75,atm card,success,15909545.85,679.23,10,3052928452 chuyen den 1333924038,2024-09-12 06:20:20
1142,7976125545,5920548482,47505960.9,wire transfer,success,12605054.27,9501.19,3,7976125545 chuyen den 5920548482,2024-09-12 06:20:40
1143,7976125545,8203283023,3666267.67,wire transfer,success,43581747.87,733.25,3,7976125545 chuyen den 8203283023,2024-09-12 06:21:00
1144,6303485293,8203283023,15486521.61,debit card,success,39069285.07,3097.3,5,6303485293 chuyen den 8203283023,2024-09-12 06:21:20
1145,7976125545,8203283023,36876152.69,debit card,success,33597846.42,7375.23,1,7976125545 chuyen den 8203283023,2024-09-12 06:21:40
1146,3052928452,3052928452,20589720.71,atm card,success,10156259.43,4117.94,7,3052928452 chuyen den 3052928452,2024-09-12 06:22:00
1147,3960086839,3052928452,22374749.82,credit card,success,32249413.27,4474.95,9,3960086839 chuyen den 3052928452,2024-09-12 06:22:20
1148,6496913603,5920548482,40043850.67,atm card,success,9157106.93,8008.77,6,6496913603 chuyen den 5920548482,2024-09-12 06:22:40
1149,6303485293,2843848429,13355128.12,atm card,success,22548039.61,2671.03,6,6303485293 chuyen den 2843848429,2024-09-12 06:23:00
1150,3052928452,9274922399,35679253.68,wire transfer,success,36473031.69,7135.85,2,3052928452 chuyen den 9274922399,2024-09-12 06:23:20
1151,2843848429,3052928452,43426957.05,debit card,success,31064889.23,8685.39,4,2843848429 chuyen den 3052928452,2024-09-12 06:23:40
1152,7976125545,6496913603,3015506.44,debit card,success,31603076.44,603.1,1,7976125545 chuyen den 6496913603,2024-09-12 06:24:00
1153,5920548482,6496913603,49483187.08,atm card,success,15003838.69,9896.64,9,5920548482 chuyen den 6496913603,2024-09-12 06:24:20
1154,3052928452,6303485293,25899475.36,credit card,success,5266478.1,5179.9,9,3052928452 chuyen den 6303485293,2024-09-12 06:24:40
1155,7976125545,6303485293,30294914.8,debit card,success,43409626.81,6058.98,10,7976125545 chuyen den 6303485293,2024-09-12 06:25:00
1156,6496913603,9274922399,49167319.16,wire transfer,success,6285635.91,9833.46,1,6496913603 chuyen den 9274922399,2024-09-12 06:25:20
1157,5920548482,6303485293,30041559.99,credit card,success,41647802.49,6008.31,8,5920548482 chuyen den 6303485293,2024-09-12 06:25:40
1158,3960086839,7976125545,9192629.01,credit card,success,23043741.08,1838.53,1,3960086839 chuyen den 7976125545,2024-09-12 06:26:00
1159,2843848429,5920548482,12866294.36,debit card,success,20863187.22,2573.26,9,2843848429 chuyen den 5920548482,2024-09-12 06:26:20
1160,7976125545,5920548482,19070736.49,wire transfer,success,43277504.8,3814.15,1,7976125545 chuyen den 5920548482,2024-09-12 06:26:40
1161,3960086839,8203283023,33678694.91,wire transfer,success,26382171.08,6735.74,8,3960086839 chuyen den 8203283023,2024-09-12 06:27:00
1162,5920548482,1333924038,34245954.82,credit card,success,22766788.54,6849.19,5,5920548482 chuyen den 1333924038,2024-09-12 06:27:20
1163,8203283023,9274922399,19188095.69,atm card,success,27160175.91,3837.62,1,8203283023 chuyen den 9274922399,2024-09-12 06:27:40
1164,3052928452,7976125545,45178066.31,credit card,success,40198555.22,9035.61,8,3052928452 chuyen den 7976125545,2024-09-12 06:28:00
