citizenID,mortdue,value,derog,delinq,clage,ninq,clno,debtinc
001203010827,384462,949150,7,14,194.13559,17,68,39.56044
001203010828,146187,749922,9,1,449.46545,10,73,35.88304
001203010829,67221,466519,4,11,471.48845,15,15,43.5445
001203010830,222114,506592,1,15,367.08367,10,80,68.02699
001203010831,340725,557005,1,1,416.3636,3,26,31.05931
001203010832,186719,138070,4,11,403.20023,9,39,22.49902
001203010833,170582,314340,3,3,481.01066,11,6,83.62926
001203010834,26349,204339,8,8,424.73145,15,78,73.41605
001203010835,148953,119136,5,0,218.90277,13,30,33.19453
001203010836,461858,128011,8,0,387.57685,11,28,67.97337
001203010837,83749,677148,10,8,173.21656,18,28,25.48767
001203010838,290348,330262,7,8,374.83542,18,46,68.27607
001203010839,205049,230086,0,12,474.66536,8,15,49.70067
001203010840,210128,115934,8,1,261.55099,4,14,49.52457
001203010841,113689,915666,1,6,343.70018,20,72,26.26946
001203010842,233977,886896,6,9,344.14878,11,28,82.45804
001203010843,333556,954910,9,9,316.32681,12,67,41.70743
001203010844,323023,189971,7,11,105.47775,10,43,64.89065
001203010845,486720,958784,2,14,356.72633,19,29,14.43878
001203010846,450942,562024,1,6,195.95063,5,19,53.4851
001203010847,198403,575700,10,13,144.30134,7,6,70.92303
001203010848,412262,697832,2,0,228.11359,8,37,84.3052
001203010849,457699,213496,9,6,294.85918,11,12,53.08035
001203010850,114441,323471,9,2,496.06772,0,56,78.5608
001203010851,282906,712301,0,10,343.13702,2,10,44.37887
001203010852,118874,891130,8,13,425.19202,6,30,15.10908
001203010853,89316,999070,8,5,224.84451,4,20,30.50068
001203010854,59247,564974,8,15,270.32597,11,62,57.7439
001203010855,136381,908201,6,6,432.10632,16,15,29.04129
001203010856,488095,102951,6,4,378.15219,1,1,28.95965
001203010857,411553,519498,8,13,202.37603,16,13,58.03468
001203010858,230575,719887,7,11,157.00643,14,39,73.31588
001203010859,456740,330569,4,3,294.10895,1,37,70.85575
001203010860,249669,772741,1,9,451.16717,19,46,52.38813
001203010861,244324,812247,3,9,485.4114,6,19,39.38481
001203010862,141099,567607,0,8,328.44668,12,59,30.79542
001203010863,177606,110859,7,4,260.80467,10,52,36.03004
001203010864,325197,109496,9,5,291.84723,3,28,36.95838
001203010865,296752,337360,10,9,446.66743,17,47,66.80954
001203010866,334336,855044,2,1,178.39636,1,68,43.03006
001203010867,399998,186085,10,14,115.09883,8,57,28.68065
001203010868,22381,953341,2,14,222.67806,1,30,57.91563
001203010869,265981,103984,8,2,432.04938,16,34,37.56496
001203010870,271267,296602,10,1,157.7544,17,59,45.01542
001203010871,361538,472465,9,10,161.54131,3,36,93.05346
001203010872,62985,462419,0,4,117.21536,16,50,57.78956
001203010873,116025,464206,6,12,278.16945,7,2,10.05849
001203010874,42159,922451,9,11,184.49506,1,37,40.12463
001203010875,119300,978925,3,6,363.09746,20,77,46.45913
001203010876,63705,281046,7,4,194.18107,12,77,45.60402
001203010877,220789,393115,0,15,106.69479,9,39,95.84895
001203010878,49144,130498,1,4,462.57694,13,69,11.98115
001203010879,430605,231571,9,0,222.07672,13,16,63.1117
001203010880,119787,359836,5,2,157.64738,8,36,90.34866
001203010881,250748,664672,3,12,218.57417,2,20,73.32447
001203010882,93751,570772,2,7,162.78144,8,14,81.52805
001203010883,45435,278436,2,4,456.57577,8,75,41.08972
001203010884,417117,425279,7,7,484.91222,11,51,69.57565
001203010885,231881,752964,1,5,464.01632,7,63,75.4119
001203010886,60810,171922,2,9,358.89964,11,31,50.51922
001203010887,403076,602066,5,7,139.10068,20,80,79.01805
001203010888,282914,718240,2,12,455.71978,5,60,38.99679
001203010889,166471,225108,2,11,397.58693,12,10,68.74543
001203010890,386182,291509,2,3,272.9749,8,43,40.23751
001203010891,36367,579728,9,4,246.91599,20,22,61.08409
001203010892,364864,788726,5,14,200.186,11,15,64.43743
001203010893,232128,389013,0,10,326.68576,20,78,23.34154
001203010894,176002,657651,8,9,462.06386,4,49,79.99291
001203010895,367486,701474,1,3,309.78708,16,20,26.67767
001203010896,193425,845829,7,9,195.63091,5,4,62.83051
001203010897,89719,238662,3,15,460.02765,13,60,88.39503
001203010898,285877,319796,1,2,388.85086,0,39,26.77372
001203010899,10226,443231,2,11,384.4788,0,69,13.39729
001203010900,174497,349518,0,1,101.76479,16,25,59.80561
001203010901,356492,380073,6,15,191.43322,13,76,89.98062
001203010902,448473,946375,7,13,254.30148,3,69,73.3926
001203010903,328661,624438,5,2,425.00181,18,23,26.02833
001203010904,389883,197210,4,10,121.00241,18,68,27.8026
001203010905,282718,120662,2,4,309.22835,6,11,52.22179
001203010906,173351,811608,8,12,168.48007,9,10,55.48784
001203010907,335327,239662,3,9,295.43927,10,15,28.82392
001203010908,456397,404654,0,9,464.87618,16,80,62.94396
001203010909,347313,235845,1,7,408.66066,10,7,39.76464
001203010910,373603,127170,10,2,362.64482,15,30,24.00147
001203010911,197856,588705,2,6,231.61791,17,55,23.64668
001203010912,278987,813963,10,1,428.96627,13,39,71.52354
001203010913,257714,545852,2,15,382.16007,5,35,37.77059
001203010914,314880,244869,4,6,146.5893,20,26,97.12475
001203010915,363459,957739,2,14,436.6301,2,24,44.42744
001203010916,469166,846644,9,12,327.70858,17,68,64.01108
001203010917,269785,443104,7,0,145.42266,1,78,97.61531
001203010918,477991,246443,2,7,250.28447,12,16,69.96801
001203010919,240247,879123,3,15,127.7318,7,35,68.21082
001203010920,435676,577687,6,10,113.81869,0,49,48.64827
001203010921,12293,961520,8,5,181.98965,9,20,59.74092
001203010922,217399,748925,0,8,117.31914,2,75,14.07252
001203010923,402932,653781,8,14,123.85293,7,66,67.33619
001203010924,301762,611368,7,5,322.59129,19,22,26.5347
001203010925,330727,484969,3,6,334.80242,14,8,21.50244
001203010926,419677,629197,10,7,262.0259,18,21,51.29365
001203010927,449127,174931,8,14,129.43482,10,32,85.71733
001203010928,227898,391842,8,10,379.00512,5,55,37.51437
001203010929,94327,782987,8,2,275.73768,0,57,28.53318
001203010930,265438,165482,5,8,182.11172,12,56,10.7952
001203010931,122862,356932,0,14,390.45701,9,16,68.27221
001203010932,210516,642256,6,3,135.83313,13,60,70.81678
001203010933,126577,230931,4,11,280.65939,11,21,88.53166
001203010934,337382,772563,7,0,194.6599,12,55,94.88209
001203010935,352278,649310,10,6,253.82966,16,72,43.86702
001203010936,311943,960623,7,11,277.16488,15,38,52.44437
001203010937,73937,380274,3,4,470.69396,5,67,58.1925
001203010938,418815,727260,7,8,212.90909,9,70,33.1681
001203010939,212495,124693,1,1,469.25904,15,69,20.39614
001203010940,135636,314589,5,7,145.73621,17,36,29.49374
001203010941,120543,415772,2,8,437.72546,18,48,82.28392
001203010942,313815,631294,5,5,496.1567,8,68,73.26013
001203010943,429736,672458,6,8,101.56499,15,16,53.6601
001203010944,497566,644847,7,7,231.3403,2,76,46.83352
001203010945,104186,499667,0,6,183.5524,8,3,74.37721
001203010946,485156,961040,7,15,479.33773,7,33,65.41257
001203010947,21446,881574,2,11,116.61099,11,51,40.11152
001203010948,315347,178259,5,12,383.58072,4,63,67.26109
001203010949,245856,926639,9,14,183.58097,11,32,58.52855
001203010950,480005,865671,3,13,417.83329,17,75,67.7799
001203010951,153480,433243,2,14,195.88691,20,67,84.01468
001203010952,222127,697729,1,12,379.0521,4,20,40.90374
001203010953,158245,979039,3,6,387.89075,14,71,45.81303
001203010954,193278,896720,0,9,139.13319,19,21,63.74849
001203010955,312723,804421,4,10,490.96454,20,62,71.49381
001203010956,315689,982230,5,10,430.7914,5,30,24.52523
001203010957,127592,505542,7,11,190.4353,19,57,41.81423
001203010958,200008,275397,8,8,323.4627,14,67,61.5854
001203010959,487559,251419,0,5,362.85083,12,17,80.65006
001203010960,407634,956281,2,13,163.93788,2,64,52.34961
001203010961,67976,747213,6,8,135.56908,14,56,76.30556
001203010962,425342,800638,5,10,195.2747,14,79,84.08223
001203010963,313777,808929,10,0,247.36849,14,5,38.31551
001203010964,367846,502787,4,7,487.96767,1,13,46.31826
001203010965,436572,510476,0,12,290.71377,0,43,66.7489
001203010966,23314,270505,2,11,203.33517,5,48,12.35786
001203010967,376318,833395,8,7,399.19994,5,54,80.69183
001203010968,322595,870334,9,2,475.40366,7,43,21.32593
001203010969,118684,190891,4,2,143.57323,6,14,85.98434
001203010970,31330,682654,6,0,480.79293,9,45,91.80466
001203010971,148787,931434,1,15,363.33086,19,5,78.83934
001203010972,207990,536888,7,12,258.33598,6,53,37.02586
001203010973,349566,962182,1,1,270.25428,1,12,16.87026
001203010974,426371,339625,10,9,210.02788,7,42,11.39189
001203010975,258787,326076,8,8,173.72311,13,12,23.05386
001203010976,329317,589784,10,3,260.57718,17,31,47.59674
001203010977,324274,978385,5,11,370.6617,13,78,67.96412
001203010978,119819,558459,9,15,155.59393,5,15,94.06173
001203010979,189925,302789,4,9,386.27121,17,38,64.89842
001203010980,271102,903787,7,12,141.80923,2,30,44.23158
001203010981,361550,470085,1,8,107.28571,3,53,70.1422
001203010982,324157,246139,8,7,107.09526,18,56,69.91636
001203010983,393859,391154,8,3,265.03765,0,44,33.21797
001203010984,206200,419137,10,7,236.54521,6,10,49.38279
001203010985,188895,389877,0,5,350.8745,13,80,50.1556
001203010986,298785,615957,4,1,255.99449,8,23,35.31575
001203010987,462884,280252,0,3,267.85969,12,68,82.26842
001203010988,429415,380993,8,12,284.68041,2,0,16.23905
001203010989,271720,191126,5,11,328.26961,11,79,42.75257
001203010990,383359,106202,9,4,431.36464,1,73,15.51782
001203010991,73568,111353,0,2,444.17716,10,72,29.46914
001203010992,104053,303724,6,0,319.26259,12,52,12.28599
001203010993,404564,591834,2,5,153.12596,13,28,20.50665
001203010994,210548,348005,1,0,301.08455,17,40,56.03457
001203010995,148017,389775,9,0,413.94795,20,18,93.85024
001203010996,78210,672679,6,0,472.4106,4,9,34.47538
001203010997,210249,242374,9,12,179.96176,0,67,99.91145
001203010998,79694,119100,4,10,300.48205,0,15,15.93984
001203010999,365869,707753,5,1,496.51253,10,30,68.65883
001203011000,490639,107787,3,4,430.58191,17,16,55.29269
001203011001,298896,341847,0,4,254.99961,19,38,17.78298
001203011002,97504,345519,9,5,248.41531,19,60,40.41684
001203011003,122410,258639,8,5,358.19479,6,76,31.01656
001203011004,46419,542505,9,9,259.60726,15,75,64.18253
001203011005,395826,739560,5,9,290.15099,19,43,38.57525
001203011006,312020,995007,2,1,466.36552,17,53,72.96873
001203011007,454355,279114,0,14,162.05173,3,50,26.98668
001203011008,203171,869650,7,14,169.31964,16,68,45.73944
001203011009,351743,588953,7,2,449.82856,4,37,73.6595
001203011010,325871,904345,7,9,173.68129,7,70,53.02157
001203011011,480832,455175,7,7,256.0761,9,66,83.85154
001203011012,33871,471392,4,12,456.11142,13,58,79.3787
001203011013,240994,350191,10,11,378.93014,0,59,89.27239
001203011014,70837,303380,9,2,448.13144,16,21,89.5905
001203011015,269483,125873,2,10,212.24259,9,46,65.15278
001203011016,394686,987975,0,14,250.68163,11,71,87.86408
001203011017,160915,967472,0,14,462.35059,6,15,69.25978
001203011018,494695,363500,10,10,411.14001,4,52,74.69449
001203011019,90846,198894,10,15,237.4328,7,7,10.26447
001203011020,221294,450753,10,9,382.4658,16,72,46.14462
001203011021,333401,756222,5,11,139.04103,14,34,38.75169
001203011022,465203,859978,10,1,251.81034,12,37,99.3276
001203011023,248736,324979,8,9,187.45334,15,13,35.83186
001203011024,44904,790161,0,9,201.14963,15,9,38.30748
001203011025,309223,640294,4,5,228.7681,7,28,51.80516
001203011026,294609,113831,7,14,144.32126,6,68,89.68829
001203011027,89211,934102,4,0,408.34002,20,67,32.11332
001203011028,263554,432464,9,6,237.26456,11,63,35.04609
001203011029,154996,118398,3,13,331.51173,2,9,28.86118
001203011030,333601,168198,10,11,227.86475,8,3,93.73106
001203011031,366940,663434,9,7,189.38678,16,52,26.25079
001203011032,166156,673432,2,4,456.37549,20,43,39.74064
001203011033,347606,285864,1,8,261.89663,14,6,45.35255
001203011034,257189,671479,8,11,102.29205,17,68,66.40422
001203011035,254781,295940,2,0,371.86833,3,5,17.80651
001203011036,23797,848319,3,7,276.635,8,71,80.907
001203011037,431210,987310,8,7,494.5531,15,6,14.60367
001203011038,154847,441012,4,1,438.36503,2,53,95.8925
001203011039,282581,769116,7,11,276.04145,14,27,58.481
001203011040,213419,518330,7,4,345.86913,16,50,61.50648
001203011041,281943,656608,9,11,289.41592,3,58,13.77259
001203011042,488980,802948,7,12,322.13194,20,56,40.96872
001203011043,240838,728848,3,0,195.08967,16,36,99.58024
001203011044,459344,254243,3,6,237.69193,3,69,14.75246
001203011045,446997,281508,8,9,390.22492,6,54,35.99657
001203011046,318989,851275,1,14,195.49923,2,2,61.60542
001203011047,321204,383919,3,0,420.06626,3,35,21.13653
001203011048,194942,977715,1,3,264.66527,7,66,60.31959
001203011049,293611,620702,9,6,113.66617,0,54,78.82192
001203011050,221202,821658,4,15,440.957,16,2,91.22986
001203011051,247048,922925,8,4,344.92192,8,30,84.63398
001203011052,365192,976852,7,3,456.31212,19,50,54.94229
001203011053,460882,330564,7,12,157.82841,17,52,64.24776
001203011054,443755,326766,10,15,230.82808,0,45,99.7523
001203011055,116626,528546,9,11,151.27682,17,16,78.82012
001203011056,414426,813337,1,9,438.74966,7,11,20.66477
001203011057,126784,888105,0,15,281.43939,1,19,92.98175
001203011058,216531,775893,0,11,122.58282,1,6,18.37085
001203011059,421266,768324,7,0,493.54014,16,62,90.17653
001203011060,98891,207771,5,6,152.1176,17,32,81.66119
001203011061,380216,564272,6,4,138.86826,17,50,63.69039
001203011062,267136,406048,10,11,284.33707,13,27,43.65063
001203011063,187728,128075,8,15,423.78413,7,47,82.39359
001203011064,127073,652241,4,10,340.62411,9,16,27.90252
001203011065,107276,469585,8,10,443.30244,7,58,25.87086
001203011066,189392,985065,10,3,345.50317,13,19,84.88661
001203011067,446612,349927,9,14,128.09611,11,15,57.57475
001203011068,497871,932533,7,5,193.54028,13,70,44.03231
001203011069,200293,494906,6,9,496.88631,0,47,80.70657
001203011070,444811,708533,0,9,437.94914,9,77,48.21817
001203011071,88402,246405,2,1,193.13616,20,39,27.12193
001203011072,329330,841385,7,11,168.90056,17,50,78.86414
001203011073,252315,445181,3,8,446.79767,4,70,56.54615
001203011074,274701,260566,8,3,485.94664,1,47,42.93836
001203011075,268958,316199,10,1,325.07338,5,44,43.44304
001203011076,39422,235722,5,12,185.48139,2,4,60.41937
001203011077,384452,711885,1,15,418.99163,15,68,68.06779
001203011078,296296,249309,6,15,171.88483,10,48,33.83347
001203011079,346712,332680,9,2,449.53716,16,12,85.34225
001203011080,498347,234876,6,13,428.14528,9,66,92.41071
001203011081,384560,104222,7,3,278.74188,7,65,56.14095
001203011082,416309,374500,5,12,473.18731,20,5,88.07168
001203011083,461346,819355,5,5,335.61225,10,22,57.17841
001203011084,327610,659545,8,5,332.33265,15,74,12.50415
001203011085,209403,984419,8,12,283.24212,19,28,94.02185
001203011086,48707,716533,4,2,178.76439,8,28,11.62245
001203011087,137133,108190,5,12,340.85187,8,29,65.43296
001203011088,267836,271720,2,7,179.63156,11,75,95.28284
001203011089,174527,895710,9,14,232.89646,18,49,77.26919
001203011090,321544,932070,0,11,205.39787,5,62,57.94245
001203011091,30172,501874,1,9,214.30776,4,48,84.81321
001203011092,328438,505068,3,11,497.05479,7,65,68.20719
001203011093,53767,679594,4,7,248.92772,2,9,29.50085
001203011094,123195,922761,0,13,376.80028,1,66,42.36737
001203011095,156422,438241,2,15,156.15556,5,77,65.18303
001203011096,18722,996350,1,10,240.64523,1,60,15.77879
001203011097,491296,319039,10,3,429.73376,4,36,55.57356
001203011098,48628,458087,6,0,307.06688,2,41,91.99168
001203011099,462106,826142,9,13,363.1875,17,44,27.04429
001203011100,83894,654013,3,10,127.59278,3,56,75.17148
001203011101,182927,668494,6,2,189.27406,10,37,83.00232
001203011102,236480,359639,2,3,414.78403,18,73,42.49746
001203011103,350860,181829,9,13,185.83329,7,44,73.44858
001203011104,251889,483003,0,13,300.78789,12,33,84.05615
001203011105,98259,437350,6,10,327.53074,0,62,40.11361
001203011106,30584,827204,2,3,350.11074,2,13,62.97378
001203011107,365989,584816,10,11,257.74615,11,62,89.16088
001203011108,91257,843083,9,3,153.01417,14,49,84.85179
001203011109,266691,232111,0,3,299.86547,3,31,37.95897
001203011110,432079,626295,1,10,396.46784,17,13,77.3605
001203011111,342548,801464,5,15,456.5263,11,72,78.50553
001203011112,56268,594586,9,13,496.08589,10,9,20.44058
001203011113,470644,177998,4,12,457.23337,1,31,77.48498
001203011114,483135,795880,6,2,310.79061,2,5,47.98007
001203011115,455288,944457,0,11,270.2165,11,71,67.54294
001203011116,105419,327660,9,10,192.71796,3,27,46.71507
001203011117,16648,861167,2,6,481.2897,18,28,20.17738
001203011118,378123,880159,9,12,422.55768,17,30,66.0632
001203011119,154345,883053,7,14,217.36202,15,44,55.5772
001203011120,399410,503309,10,7,135.55063,6,73,37.60036
001203011121,284155,161213,1,15,206.0582,4,67,68.24682
001203011122,208933,309235,4,5,231.60654,9,18,67.39471
001203011123,475404,585095,7,9,158.11526,6,78,47.13577
001203011124,375983,878680,6,10,174.49953,8,13,40.32818
001203011125,12851,796469,5,2,271.54103,19,36,56.68648
001203011126,343080,339933,10,1,121.34033,5,71,79.16716
001203011127,457477,899634,3,5,469.05109,11,13,35.92356
001203011128,59506,575494,6,8,479.43254,3,46,90.28465
001203011129,235120,623303,4,5,381.46068,11,58,83.56684
001203011130,167315,869891,3,15,216.72346,15,30,68.51522
001203011131,411499,912379,3,13,338.93171,13,51,57.78103
001203011132,410470,554139,4,2,268.38769,5,40,27.60213
001203011133,404459,466117,3,1,415.2775,10,38,25.65346
001203011134,38296,680710,1,10,415.6414,13,11,75.96955
001203011135,326947,147129,6,13,442.51669,11,36,65.62672
001203011136,486890,234987,7,7,436.80854,5,54,56.32388
001203011137,487986,649814,5,11,429.5659,20,19,52.16574
001203011138,153127,300434,9,1,451.55108,10,53,18.01833
001203011139,448251,432682,4,6,194.91066,5,47,29.73872
001203011140,255682,948680,0,5,318.60485,8,19,79.536
001203011141,179459,257163,8,12,438.14069,16,12,50.56579
001203011142,40409,774467,4,9,484.76394,18,65,33.92542
001203011143,199213,737929,3,9,289.3571,1,19,30.8378
001203011144,197175,461310,4,0,454.94136,17,12,98.18825
001203011145,358947,486178,1,1,451.88739,7,54,87.97311
001203011146,167718,100084,0,6,178.57454,19,41,93.56083
001203011147,343330,158222,7,0,466.44309,4,39,52.25107
001203011148,209288,690018,7,1,232.05269,3,79,27.04101
001203011149,71679,692655,10,1,458.9133,11,70,84.92054
001203011150,405013,369458,0,13,419.47538,12,64,72.18049
001203011151,68135,250592,4,6,421.52057,4,74,84.09293
001203011152,215496,482545,2,10,435.32818,20,10,55.55812
001203011153,444957,420081,2,0,228.3819,15,16,28.09919
001203011154,280347,261714,10,1,374.33786,10,19,91.72234
001203011155,89443,143595,3,5,235.21939,13,60,92.52624
001203011156,304862,694593,9,2,491.12782,9,71,29.27861
001203011157,45356,977776,10,14,125.68461,4,39,63.55572
001203011158,450903,740384,1,10,451.6685,5,6,33.36467
001203011159,390152,479483,2,4,453.17087,3,36,54.01086
001203011160,478458,101963,1,13,167.33669,14,9,67.05038
001203011161,83601,401083,4,5,171.31528,0,5,59.7779
001203011162,200790,965521,1,6,235.42491,8,43,20.43405
001203011163,377520,111544,0,8,243.47794,20,59,13.4231
001203011164,156450,431867,10,11,330.86107,17,8,89.11833
001203011165,219977,973793,0,6,138.53225,3,20,16.94269
001203011166,85696,594837,6,3,168.217,12,5,79.34101
001203011167,108231,700698,10,0,431.54464,7,9,97.03977
001203011168,31917,945479,0,11,288.16173,15,44,93.93919
001203011169,416211,828796,5,10,197.0025,8,0,62.09963
001203011170,249504,433438,4,13,370.86595,16,26,38.55817
001203011171,391320,165862,1,0,100.47914,8,23,92.8849
001203011172,136720,594919,6,11,161.99434,1,3,26.6147
001203011173,82976,154394,9,12,421.59435,18,24,55.02474
001203011174,405189,563442,5,9,470.86238,7,35,95.31982
001203011175,310962,755559,9,12,255.6629,15,52,10.30676
001203011176,204034,441620,7,11,465.30658,4,79,97.58766
001203011177,150806,139735,0,0,412.08857,13,38,10.15183
001203011178,265087,138455,8,6,187.12785,19,57,13.23879
001203011179,291116,934576,3,5,492.22976,5,26,12.46297
001203011180,277515,724179,0,1,141.85012,11,44,85.37687
001203011181,170735,399891,3,2,465.87942,3,36,22.28749
001203011182,208297,336946,0,13,172.49971,7,73,78.75508
001203011183,324371,332990,10,4,219.33575,2,26,53.59434
001203011184,107481,968992,5,0,130.21366,11,34,14.87443
001203011185,480606,352664,8,14,329.54807,19,52,55.23512
001203011186,114141,116629,3,2,465.57043,18,15,50.79259
001203011187,189131,324648,1,6,442.77832,4,11,36.02606
001203011188,269718,894494,3,5,213.28329,18,74,94.25296
001203011189,257228,159271,2,2,322.06897,11,66,50.47486
001203011190,84265,513520,10,4,496.35473,12,68,70.28445
001203011191,195263,250184,4,10,215.80824,6,4,41.21583
001203011192,399782,312780,8,14,267.89369,2,75,59.21252
001203011193,10734,440572,7,15,382.46715,9,25,86.72023
001203011194,164536,433484,7,11,488.3703,10,10,20.25017
001203011195,308591,328064,9,13,285.64433,12,20,36.28947
001203011196,215385,536906,7,13,450.70058,16,63,47.24441
001203011197,26815,621277,8,15,265.22093,10,51,74.00054
001203011198,229833,339657,8,5,234.33282,12,22,42.04627
001203011199,63649,232288,3,3,204.78112,20,47,95.19005
001203011200,136543,729612,2,1,288.05401,15,74,99.49194
001203011201,90165,405538,3,13,488.59717,5,61,91.7665
001203011202,187037,798637,4,11,367.14121,9,70,95.3854
001203011203,402502,705375,9,9,301.69988,16,19,62.91337
001203011204,179259,823985,2,10,401.87723,0,33,20.28577
001203011205,396430,510039,3,10,215.31251,13,2,36.33712
001203011206,433649,238024,2,12,251.73381,8,49,60.90323
001203011207,169630,361024,6,6,188.50812,9,26,22.97424
001203011208,190403,157645,1,0,235.78353,18,5,41.30606
001203011209,426587,747584,4,3,433.10153,6,22,65.50812
001203011210,374839,376762,4,3,101.80575,12,43,24.39789
001203011211,177696,304491,4,0,431.23976,0,48,99.85078
001203011212,251756,891981,2,2,184.31771,6,11,41.46374
001203011213,457133,255267,3,1,463.93132,3,11,96.58773
001203011214,495895,331051,5,13,136.88318,11,8,94.26503
001203011215,338414,237776,6,14,341.1829,14,15,41.79332
001203011216,322112,857954,8,4,274.96727,13,19,73.4639
001203011217,311488,234709,6,4,351.01938,17,26,16.75159
001203011218,218269,247334,0,5,422.38274,18,42,88.01815
001203011219,113450,238412,9,2,125.04903,4,41,89.61762
001203011220,164094,236870,2,15,284.11398,5,58,42.2539
001203011221,234916,932446,10,5,449.73462,8,80,72.64385
001203011222,315796,848082,0,1,146.81186,17,70,56.33315
001203011223,380627,598026,9,4,469.99265,16,48,82.52742
001203011224,337830,325784,6,11,217.3946,6,41,41.52147
001203011225,365362,624037,8,7,175.54789,17,3,53.15413
001203011226,303681,996969,4,3,385.58615,17,53,97.28156
001203011227,497642,845286,2,2,455.1265,15,75,64.75458
001203011228,471968,731370,10,15,479.85313,18,30,22.19643
001203011229,36576,694758,4,0,339.894,2,54,26.39388
001203011230,43317,603717,7,5,455.34039,18,49,44.13648
001203011231,160071,546432,0,14,394.40825,1,41,22.07123
001203011232,154673,422495,6,11,210.93115,10,40,98.68107
001203011233,98806,577937,5,6,288.0733,6,32,87.01341
001203011234,459131,582163,3,12,237.06801,15,36,83.17961
001203011235,37492,726440,0,2,251.49995,1,69,41.95198
001203011236,108973,380605,4,8,258.52097,2,23,89.87435
001203011237,186155,532132,2,10,190.557,12,9,96.31001
001203011238,256783,816965,5,11,451.00453,20,79,75.35047
001203011239,387720,703868,8,12,110.55831,18,12,37.22667
001203011240,230848,179407,8,15,372.74775,5,57,70.83752
001203011241,499264,505909,0,7,229.2513,13,11,74.70412
001203011242,308967,926520,7,4,412.07237,3,59,47.97868
001203011243,285727,604418,5,3,360.17077,10,63,21.04811
001203011244,431857,223556,2,3,188.24064,20,68,95.64554
001203011245,406497,650576,6,3,311.01964,3,11,80.32797
001203011246,413042,892499,1,9,307.27646,0,68,83.14505
001203011247,53779,959670,4,13,291.59546,19,67,61.40129
001203011248,224652,421777,0,5,423.99171,7,6,18.95257
001203011249,166022,647134,0,4,363.40051,7,65,10.16967
001203011250,354044,267659,7,5,173.51433,13,35,14.50723
001203011251,335103,262504,10,5,438.97536,2,71,86.22045
001203011252,345888,237624,3,10,299.25421,4,55,62.64563
001203011253,152497,702313,7,10,238.63003,0,74,84.60023
001203011254,160804,845783,9,10,401.08819,6,80,88.1407
001203011255,326708,659967,3,4,254.26961,5,32,83.11497
001203011256,315554,967333,5,9,274.86457,13,1,68.2102
001203011257,383796,113037,2,1,336.09693,4,31,98.00697
001203011258,157710,718839,7,6,124.19861,1,36,61.69155
001203011259,410346,409668,5,3,447.35064,5,24,12.55011
001203011260,112047,213719,1,11,137.15737,12,58,84.27281
001203011261,338833,471009,6,5,218.56562,3,70,57.47606
001203011262,292826,513234,10,2,267.12946,19,23,70.26861
001203011263,111902,220624,6,15,116.17722,19,68,30.71858
001203011264,162513,292052,8,3,355.84432,14,53,60.12739
001203011265,182431,154410,8,7,247.12749,5,66,98.90062
001203011266,155712,505458,5,2,189.24108,16,66,19.67356
001203011267,137045,895185,6,7,166.05496,2,67,54.07017
001203011268,443120,695088,2,6,326.34071,13,11,92.2111
001203011269,58743,954507,7,15,103.69036,1,21,26.26527
001203011270,170566,432244,2,3,309.32118,12,64,49.67233
001203011271,456394,447179,5,9,262.81647,12,45,70.20323
001203011272,17458,820079,8,13,279.14919,15,1,53.53362
001203011273,130644,893055,7,3,495.02491,12,33,19.36851
001203011274,277540,522394,1,12,405.62462,14,69,84.64991
001203011275,55079,826015,1,7,139.50245,14,63,95.1898
001203011276,271924,622967,0,14,243.01707,1,51,40.47398
001203011277,154922,934889,0,10,472.34198,0,49,76.81258
001203011278,42647,155503,2,9,322.25011,14,45,10.42914
001203011279,142155,309433,0,12,311.84119,17,1,58.22469
001203011280,310341,342489,10,8,410.8886,0,61,63.1447
001203011281,356667,548564,10,4,415.84494,6,8,84.80571
001203011282,388053,588673,6,12,396.25435,20,18,43.84101
001203011283,163216,589609,10,10,134.15763,1,27,52.89869
001203011284,456844,465355,8,2,357.9455,20,60,75.29733
001203011285,470531,803562,0,5,426.24257,11,50,61.76056
001203011286,18459,902470,3,10,303.41075,16,8,82.50968
001203011287,184817,997889,4,12,446.25349,13,15,78.05779
001203011288,51612,620110,6,14,496.00126,15,37,41.70026
001203011289,367979,162687,2,15,393.73127,18,42,92.66102
001203011290,470262,342238,5,11,435.87414,12,52,32.82921
001203011291,338043,922957,2,15,401.46549,5,58,50.71732
001203011292,215642,767398,1,2,243.88046,6,60,72.68203
001203011293,103664,132908,2,13,316.0085,10,39,23.61756
001203011294,21398,437210,5,12,177.49127,2,42,76.27606
001203011295,114825,938117,1,6,259.89817,17,20,28.24473
001203011296,199637,270630,6,15,483.41265,12,46,36.9029
001203011297,400524,717717,8,13,495.00815,9,47,51.50056
001203011298,286989,422683,8,8,166.98135,16,48,19.58638
001203011299,75239,722519,9,13,344.62888,10,38,52.42744
001203011300,202397,908602,1,12,196.90036,11,58,56.46779
001203011301,399255,421958,3,0,138.15561,3,52,15.06382
001203011302,214464,104878,10,0,186.08497,2,8,51.06465
001203011303,455706,218172,5,5,108.27406,19,23,77.62375
001203011304,366687,253619,5,12,437.58721,14,64,24.73411
001203011305,22373,611622,2,13,425.45871,11,20,83.30202
001203011306,146330,554824,3,4,381.56439,12,50,62.33805
001203011307,460059,591835,9,1,312.64758,14,79,62.37069
